,num,artists,name,album,genre,duration_ms,explicit,id,track_number,is_local,popularity,available_markets,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
261,262,Antonio Vivaldi,"Nisi Dominus, RV 608: Nisi Dominus aedificaverit domum","Vivaldi, A.: Sacred Music, Vol. 3",baroque,169880,False,3tGAemu93uRU1vwblakvYU,16,False,42,184,0.977,0.436,0.205,5.65e-05,0.123,-19.03,0.0361,108.191,0.444
262,263,Antonio Vivaldi,"Nulla in mundo pax, RV 630: 1. Nulla in mundo pax",Vivaldi: Gloria/Nisi Dominus/4 Cantatas etc.,baroque,402600,False,6DimgukTnjDrTxaQ0NnZvM,19,False,51,172,0.877,0.29,0.0809,0.00285,0.239,-19.507,0.0488,99.003,0.0968
263,264,Antonio Vivaldi,"Violin Concerto in D Major, RV 211: III. Allegro","Vivaldi: Violin Concerto in D Major, RV 211: III. Allegro",baroque,289880,False,7fKHeJdwHroMIGBwtnuLDg,1,False,49,184,0.929,0.44,0.306,0.665,0.163,-14.425,0.0365,136.403,0.593
264,265,Blur,The Universal,Blur: The Best Of,alternative rock,240120,False,0qmCWYu7hOvriyuqXfPw7I,4,False,56,168,0.158,0.317,0.571,2.95e-06,0.0848,-7.669,0.0283,163.036,0.234
265,266,Scraton,Wub a Dub Dub,Wub a Dub Dub,pop,261250,False,3STQCQR8pECmw8IOklaEi8,1,False,30,184,3.67e-05,0.748,0.879,0.484,0.239,-1.45,0.0984,124.958,0.776
266,267,Supergrass,Alright,I Should Coco,alternative rock,180880,False,5xC8uOesnn0udeXAYlAnoY,4,False,73,183,0.000479,0.467,0.958,0.199,0.299,-4.808,0.0775,145.92,0.701
267,268,Blur,Girls & Boys,Blur: The Best Of,alternative rock,259386,False,5CeL9C3bsoe4yzYS1Qz8cw,10,False,69,168,0.00971,0.693,0.875,0.0,0.0601,-8.354,0.0315,120.048,0.901
268,269,Pulp,Disco 2000,Different Class,alternative rock,273573,False,2aC8wwfrM0YeTAzzk8hxqC,5,False,67,158,0.0132,0.565,0.902,0.0,0.0561,-7.579,0.0725,133.11,0.544
269,270,Saint Motel,A Good Song Never Dies,The Original Motion Picture Soundtrack,la indie,201013,False,5K43AHQPTJTqlyRZ3uBGKz,9,False,62,184,0.0535,0.682,0.811,0.0,0.0703,-3.551,0.0433,119.967,0.565
270,271,Fergie,A Little Party Never Killed Nobody (All We Got),Music From Baz Luhrmann's Film The Great Gatsby (International Streaming Version),dance pop,241306,False,36482hNESSwELpr9sS3NbE,3,False,64,164,0.00959,0.761,0.619,3.18e-06,0.0896,-5.741,0.175,129.998,0.516
271,272,Fourword,Snake Charmer,Snake Charmer,pop,217145,False,7bIsIeItjgNW6Xl3utUY3v,1,False,45,184,0.0437,0.665,0.942,0.838,0.597,-6.11,0.046,126.036,0.378
272,273,Ida'ye,Red Dye No. 2,Red Dye No. 2,pop,142027,True,17twjfXNLcTs6CLQOoK3DX,1,False,36,184,0.111,0.767,0.491,0.0,0.128,-9.219,0.491,73.36,0.465
273,274,Gothy Kendoll,Switch,Switch,strut,160000,True,63LfC4aXQHJ0l4IYbzXzuh,1,False,44,183,0.129,0.746,0.932,6.78e-05,0.332,-3.677,0.0813,135.989,0.565
274,275,Idris Elba,Ballie (feat. Kah-Lo) - Destructo Remix,Ballie (feat. Kah-Lo) [Destructo Remix],uk tech house,266263,True,24mAiaFiKP55r6IITNB2As,1,False,12,0,0.000682,0.85,0.838,0.0455,0.0348,-3.833,0.114,124.026,0.726
275,276,Stela Cole,Love Like Mine,Woman of the Hour,alt z,188367,False,1yxIWoOd0btwaq4M3BnT0d,2,False,61,184,0.0547,0.716,0.704,0.0,0.183,-4.846,0.0474,89.013,0.644
276,277,The Flaming Lips,Do You Realize??,Yoshimi Battles the Pink Robots,alternative rock,213173,False,2DFRFqWNahKtFD112H2iEZ,9,False,64,184,0.006,0.464,0.797,0.000304,0.392,-5.244,0.0333,129.964,0.547
277,278,BIP LING,Bip Burger,Church of Bop,hyperpop,185234,False,0wtX3P1RkVdfDuCjxH6cJR,6,False,40,184,0.0184,0.618,0.624,0.0,0.148,-7.686,0.0589,127.904,0.863
278,279,Betta Lemme,Bambola,"Первый танцевальный, Vol. 16 (Новогодний)",canadian electropop,214408,False,0PC5lAW6uVnAraYBY0xBNf,18,False,11,10,0.0126,0.689,0.666,0.0227,0.129,-5.664,0.0265,100.014,0.231
279,280,Barry Gibb,Stayin' Alive,Dallas Buyers Club (Music From And Inspired By The Motion Picture),adult standards,242573,False,76P5ddPdXUbDaXU5U0pWcG,10,False,46,182,0.42,0.66,0.756,0.0446,0.334,-7.767,0.0447,95.01,0.662
280,281,Shygirl,BDE,BDE,art pop,168173,True,3ed5gMzocnaLWCvljQdCwe,1,False,57,183,0.00136,0.715,0.67,0.000255,0.649,-6.667,0.0891,95.013,0.529
281,282,Delta 5,Mind Your Own Business,Disco Not Disco Digital Edition,post-punk,193360,False,0E9kVNemhjlDCBUuGbiHfU,2,False,0,0,0.0325,0.869,0.66,0.000126,0.0651,-6.231,0.228,134.525,0.782
282,283,Le Tigre,Deceptacon,Le Tigre,alternative dance,184533,True,3PVRSOQ57O3LO6HCAPkbfY,1,False,0,0,0.0583,0.605,0.869,0.00494,0.0842,-3.32,0.0644,160.496,0.64
283,284,Beck,Super Cool (feat. Robyn & The Lonely Island),The LEGO Movie 2: The Second Part (Original Motion Picture Soundtrack),alternative rock,203790,False,4JNCi8pelWu8lTG02yllPW,8,False,50,184,0.0327,0.666,0.833,0.0,0.186,-5.075,0.0896,103.993,0.653
284,285,Tiësto,Ritual - Jonas Aden Remix,Ritual (Remixes),big room,170768,False,0KhbFtJUqdinaMnDQJ8ZpE,3,False,43,184,0.00749,0.747,0.873,4.27e-06,0.0566,-4.004,0.0504,126.059,0.307
285,286,Dead Emerson,Siddhartha,Siddhartha,pop,168650,False,5XWOBkdPZZT1l8wJMiVAjB,1,False,45,184,0.0357,0.507,0.616,0.0,0.0865,-10.022,0.0486,157.93,0.657
286,287,"Sir, Please",Dance With Me,Dance With Me,la indie,265113,False,6rdveaxn9mg8gSeYhxyLlF,1,False,52,184,0.00933,0.591,0.659,0.0,0.173,-7.321,0.0403,120.001,0.701
287,288,Cocteau Twins,Cherry-coloured Funk,Heaven Or Las Vegas (Remastered),alternative rock,192466,False,6sVQNUvcVFTXvlk3ec0ngd,1,False,3,0,0.00174,0.377,0.65,5.75e-05,0.107,-5.902,0.029,180.074,0.365
288,289,Janelle Monáe,Dance Apocalyptic,The Electric Lady,afrofuturism,205200,False,3dUMuxNadGxCE3qXuhCwqa,9,False,46,168,0.261,0.578,0.777,0.00318,0.223,-7.572,0.243,205.749,0.65
289,290,Todrick Hall,Pink Dreams,"Haus Party, Pt. 3",dance pop,211139,True,4t8wwa7meGUy1ywkPf7G51,1,False,4,0,0.5,0.735,0.631,0.0,0.079,-6.322,0.244,157.943,0.596
290,291,Todrick Hall,Chapstick,"Haus Party, Pt. 1",dance pop,158466,True,2ytdsD8q2zaqevoiOE4A2g,4,False,3,0,0.21,0.927,0.801,0.0,0.861,-6.823,0.219,125.873,0.677
291,292,UPSAHL,People I Don't Like,People I Don't Like,alt z,142765,True,5srKMwXoeyrRnyTnNbpgIW,1,False,73,184,0.268,0.747,0.573,0.0,0.302,-6.562,0.295,90.036,0.551
292,293,Iggy Azalea,Dance Like Nobody's Watching,Dance Like Nobody's Watching,australian hip hop,182064,True,1rwSZ2WvPoGArYIByVSEGW,1,False,59,184,0.0149,0.89,0.795,1.67e-06,0.0556,-2.658,0.212,106.953,0.854
293,294,Joy Division,Shadowplay - 2007 Remaster,Unknown Pleasures (Collector's Edition),alternative rock,233719,False,4ZuC5MfGjRQs3pZtPxqMYP,7,False,59,184,0.000997,0.433,0.756,0.761,0.124,-7.855,0.0565,145.443,0.117
294,295,Joy Division,The Kill - 2007 Remaster,Still (Collector's Edition),alternative rock,135053,False,1ID1AFEoA6CchtWbhc6SoF,7,False,38,184,0.00673,0.283,0.924,0.976,0.301,-5.493,0.0718,99.855,0.657
295,296,RuPaul,"I'm a Winner, Baby","You're a Winner, Baby",dance pop,218373,False,07DPsYqHB5CD3hnAkjdjBe,4,False,49,184,0.0156,0.676,0.788,2.73e-06,0.11,-6.631,0.037,123.99,0.434
296,297,Trixie Mattel,Blister In The Sun,Blister In The Sun,queer country,148435,False,1B8xL8pUpVisYaNvF1n9IW,1,False,48,184,0.0143,0.618,0.878,0.0,0.121,-2.411,0.0718,95.019,0.698
297,298,Depeche Mode,Everything Counts,The Singles 81-85,dance rock,237693,False,4oWQeGyPFyr4EpTrv5v0gJ,8,False,55,181,0.075,0.634,0.801,3.02e-06,0.139,-6.198,0.0258,113.622,0.659
298,299,Mireille Mathieu,Pardonne-moi ce caprice d'enfant,Une vie d'amour (Best Of),pop,201853,False,0zjVQLJZq2Wa03dZgJYebG,6,False,43,184,0.287,0.207,0.747,0.00143,0.0998,-5.19,0.0432,176.567,0.497
299,300,The Clash,I Fought the Law,Hits Back,classic rock,163240,False,7lSDCrF11sdTVfjbAQVZE8,21,False,64,184,0.00539,0.526,0.9,4.12e-05,0.14,-6.815,0.0545,151.279,0.883
300,301,Kojaque,Town's Dead,Town's Dead,irish hip hop,186333,True,62X5VXdRxOWViotoLr7R1h,1,False,30,184,0.0271,0.529,0.746,7.94e-06,0.158,-8.288,0.0649,83.978,0.184
301,302,Franz Ferdinand,Take Me Out,Franz Ferdinand,alternative dance,237026,False,6ooluO7DiEhI1zmK94nRCM,3,False,6,0,0.000423,0.278,0.676,0.000899,0.136,-8.821,0.0371,104.545,0.494
302,303,Kings of Leon,Sex on Fire,Only By The Night,modern rock,203346,False,0ntQJM78wzOLVeCUAW7Y45,3,False,82,182,0.00172,0.542,0.905,0.0104,0.136,-5.653,0.054,153.398,0.374
303,304,Underworld,Born Slippy (Nuxx),1992 - 2012,alternative dance,456480,False,7xQYVjs4wZNdCwO0EeAWMC,1,False,67,184,0.00106,0.576,0.953,0.49,0.474,-8.968,0.0362,140.042,0.303
304,305,David Bowie,Golden Years - 1990 Remaster,ChangesBowie (1990 Remaster),art rock,240200,False,5pUOEhuEZuUlfwe5TBfXcX,11,False,2,0,0.271,0.672,0.726,2.54e-06,0.107,-10.802,0.0406,108.745,0.939
305,306,Depeche Mode,Enjoy the Silence,The Singles 86-98,dance rock,255133,False,6WK9dVrRABMkUXFLNlgWFh,8,False,76,181,0.2,0.663,0.838,0.000177,0.0782,-5.744,0.0286,112.788,0.752
306,307,Jimmy Eat World,The Middle,Bleed American (Deluxe Edition),alternative rock,168253,False,3mcG2NI5G5vhrQtRda1YnA,3,False,1,0,0.0424,0.629,0.897,0.0,0.263,-3.401,0.0483,161.944,0.93
307,308,The Killers,Mr. Brightside,Hot Fuss,alternative rock,222586,False,7oK9VyNzrYvRFo7nQEYkWN,2,False,77,3,0.00101,0.356,0.924,0.0,0.0953,-3.74,0.0808,148.017,0.232
308,309,The Clash,London Calling - Remastered,London Calling (Remastered),classic rock,200480,False,5jzma6gCzYtKB1DbEwFZKH,1,False,73,184,0.123,0.651,0.801,0.0,0.0825,-7.34,0.0514,133.769,0.776
309,310,The Clash,Should I Stay or Should I Go - Remastered,Combat Rock (Remastered),classic rock,188986,False,39shmbIHICJ2Wxnk1fPSdz,3,False,80,184,0.0804,0.743,0.836,0.0,0.384,-6.465,0.116,113.375,0.82
310,311,David Bowie,Let's Dance - 1999 Remaster,Let's Dance (1999 Remaster),art rock,457133,False,0F0MA0ns8oXwGw66B2BSXm,3,False,3,0,0.00388,0.619,0.703,0.205,0.163,-9.414,0.0525,115.043,0.709
311,312,Pomme,Ceux qui rêvent,À peu près,french indie pop,118386,False,7as88HhLbDLgobaSbJrVBs,11,False,67,184,0.869,0.432,0.419,7.94e-05,0.103,-8.018,0.0346,133.713,0.658
312,313,The White Stripes,Seven Nation Army,Elephant,alternative rock,231800,False,3ctoHckjyd13eBi2IDw2Ip,1,False,0,0,0.00576,0.75,0.462,0.545,0.307,-7.664,0.0779,123.865,0.309
313,314,Jean-Baptiste Maunier,Je reviens - Pop Rock Remix,Je reviens,pop,157333,False,2v9STciTpB50ERGHDKn0LB,1,False,19,181,0.238,0.601,0.87,0.0661,0.249,-5.531,0.0362,135.006,0.765
314,315,S. Kiyotaka & Omega Tribe,Scramble Cross,Another Summer,classic city pop,269066,False,6aYRLFKPuIt399nJdro93G,5,False,45,184,0.209,0.664,0.794,8.61e-06,0.0778,-6.145,0.0409,97.092,0.439
315,316,Anri,SHYNESS BOY,Timely!!,classic city pop,196666,False,7KYzARBusZhyZ6jygZDmVr,7,False,57,184,0.142,0.765,0.777,0.000122,0.104,-5.301,0.0306,119.935,0.87
316,317,The Wolfe Tones,Come Out Ye Black & Tans,Let The People Sing,celtic,184133,False,5ueyUIOcH7iDpNzuR1LsKn,7,False,52,184,0.8,0.687,0.39,0.000154,0.0879,-14.679,0.0366,99.425,0.704
317,318,Celtic Woman,Téir Abhaile Riu,"Decade. The Songs, The Show, The Traditions, The Classics.",celtic,244413,False,0AmA8MQue1LBuYZSAdBMsj,5,False,57,182,0.8,0.515,0.595,0.0,0.0746,-6.76,0.0504,124.334,0.704
318,319,Holden,Sur le pavé,Chevrotine,chilean rock,201666,False,3D0n27n5N05pVH89roAo6G,4,False,42,175,0.0511,0.48,0.747,0.0895,0.133,-8.562,0.0313,156.016,0.721
319,320,Emmanuel Music,"Je vous salue, Marie (Angelus)",Sous ton voile de tendresse - Chants à Marie,chant religieux,194773,False,23fCRQhSW9bXEuDZB2CwFE,12,False,34,175,0.877,0.453,0.255,0.0,0.135,-14.347,0.0338,89.459,0.194
320,321,Radiohead,Creep,Pablo Honey,alternative rock,238640,True,70LcF31zb1H0PyJoS1Sx1r,2,False,85,184,0.0097,0.515,0.43,0.000133,0.129,-9.935,0.0372,91.844,0.104
321,322,EDX,Off The Grid,Off The Grid,deep groove house,175645,False,5STtg0bZXSoWfF20qWGxeV,1,False,46,180,0.0549,0.734,0.899,3.9e-05,0.108,-4.442,0.0669,124.035,0.52
322,323,Funkerman,Need Someone to Blame,Need Someone to Blame,dutch tech house,252002,False,109Tly8Zw88ZrVGTHBwNVP,1,False,10,184,0.00637,0.678,0.872,0.0357,0.209,-6.002,0.215,125.049,0.246
323,324,Casper The Ghost,Again,Again,pop,158973,True,14gw6qQSrs9pEf8ADJuHo1,1,False,50,184,0.00479,0.572,0.73,0.0,0.104,-7.617,0.0358,148.052,0.635
324,325,carolesdaughter,Trailer Trash,Trailer Trash,alt z,152272,True,7Mm2Cj8cHboj6XPd3YKkU7,1,False,51,184,0.012,0.639,0.792,0.0,0.365,-4.262,0.0348,97.094,0.682
325,326,renforshort,fall apart (with glaive),fall apart (with glaive),alt z,155274,True,6RYlGPwrNuwG8CqIRDYes6,1,False,3,0,0.13,0.572,0.747,2.93e-05,0.108,-6.237,0.0943,158.051,0.3
326,327,Charli XCX,Boom Clap,SUCKER,art pop,169866,False,3x2YIvkLcxvZQsA5x6xyIR,6,False,51,1,0.154,0.659,0.911,0.000304,0.191,-2.28,0.0786,91.999,0.576
327,328,FRENSHIP,Won't Let You Go,Vacation,electropop,234410,False,70F7cMgI25aFyipi4HsjoJ,8,False,45,183,0.459,0.655,0.782,0.0896,0.132,-7.167,0.0381,140.074,0.605
328,329,Matt Pond PA,Specks,The Dark Leaves,philly indie,229800,False,4gAgdhTIx6T76baPfbXHQX,3,False,41,183,0.651,0.466,0.552,0.00326,0.102,-7.474,0.031,91.461,0.139
329,330,The Offspring,"You're Gonna Go Far, Kid","Rise And Fall, Rage And Grace",alternative metal,177826,True,6TfBA04WJ3X1d1wXhaCFVT,3,False,81,184,0.00428,0.55,0.917,0.0,0.197,-3.159,0.0638,126.115,0.601
330,331,Paramore,Still into You,Paramore,candy pop,216013,False,1yjY7rpaAQvKwpdUliHx0d,9,False,83,139,0.0098,0.602,0.923,0.0,0.0561,-3.763,0.044,136.01,0.765
331,332,Bimini,God Save This Queen,God Save This Queen,pop,194105,False,1gb9WC6HVuokoVc4a3UgeK,1,False,6,0,0.00264,0.741,0.941,0.0,0.253,-4.621,0.184,75.506,0.94
332,333,screwyounick,im the worst,im the worst,emo rap,138403,True,0GfrjSHx2OfBc3mEk6Mqjo,1,False,28,184,0.00376,0.516,0.878,0.0,0.116,-6.011,0.0909,118.029,0.601
333,334,Circe,Going Down,Going Down,brighton indie,151978,True,6YyHpPQbPcOp8Mvcd8eVfT,1,False,28,184,0.441,0.561,0.604,1.55e-05,0.177,-6.821,0.0598,174.074,0.769
334,335,Paramore,The Only Exception,Brand New Eyes,candy pop,267653,False,3ZHfX6kbiY7JVsB63lLOLu,6,False,64,101,0.144,0.452,0.563,0.0,0.143,-6.607,0.0272,137.715,0.209
335,336,My Chemical Romance,Teenagers,The Black Parade,emo,161920,False,7j31rVgGX9Q2blT92VBEA0,11,False,85,184,0.0506,0.463,0.857,0.0,0.184,-3.063,0.0632,111.647,0.856
336,337,All Time Low,Kids In The Dark,Future Hearts,modern rock,216689,False,50oS45iNMFp7pKIQRAWIUP,4,False,62,184,0.00137,0.519,0.981,0.000164,0.0903,-3.472,0.0733,130.043,0.765
337,338,Gerard Way,Happy Together (feat. Ray Toro),Happy Together (feat. Ray Toro),modern rock,179392,False,0n0XAmYCMWlzj3W9VdMejw,1,False,61,184,0.0695,0.621,0.816,0.00559,0.103,-4.077,0.0316,122.032,0.716
338,339,Cobra Starship,Good Girls Go Bad (feat. Leighton Meester),Hot Mess,dance pop,196413,False,7kMfu3KUydmrFVGEAhjtyl,3,False,68,164,0.0116,0.594,0.874,0.0,0.549,-3.716,0.0815,119.964,0.628
339,340,Panic! At The Disco,High Hopes,Pray for the Wicked,modern rock,190946,False,1rqqCSm0Qe4I9rUvWncaom,4,False,83,184,0.193,0.579,0.904,0.0,0.064,-2.729,0.0618,82.014,0.681
340,341,The Front Bottoms,Be Nice to Me,Rose,asbury park indie,167306,False,2mQqKFxQ6PDSKyFOCSLrXc,5,False,63,175,0.0231,0.338,0.818,0.0,0.129,-5.666,0.0739,118.635,0.696
341,342,Paramore,Fast in My Car,Paramore,candy pop,222693,False,6r9cqn3KG824MXSo7sHPlK,1,False,56,139,2.85e-05,0.592,0.99,9.79e-06,0.114,-3.091,0.0686,128.014,0.824
342,343,The Cab,Stand Up,Lock Me Up,modern rock,263213,False,37OjMlwuUVWWmVKrV8CiUQ,4,False,66,180,0.0193,0.498,0.702,3.68e-06,0.0669,-7.833,0.0401,79.3,0.542
343,344,Panic! At The Disco,"There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet",A Fever You Can't Sweat Out,modern rock,196653,False,1ejjdxSSIYBaWavDfSdcTq,12,False,53,182,0.228,0.427,0.737,0.0,0.377,-4.124,0.0475,116.976,0.653
344,345,Paramore,Told You So,After Laughter,candy pop,188946,False,7BpYWzZwrsljT1eIjb0TqR,3,False,60,184,0.0029,0.639,0.814,2.98e-05,0.0529,-5.632,0.0385,123.922,0.904
345,346,Panic! At The Disco,Golden Days,Death of a Bachelor,modern rock,254320,False,3fwKVZ73y7UUGMyR6rVCRa,8,False,61,184,0.00329,0.556,0.708,0.0,0.329,-5.708,0.039,128.006,0.206
346,347,Paramore,Pool,After Laughter,candy pop,232786,False,3xCsHloPBl211Yi4UEUUcm,7,False,58,184,0.00629,0.589,0.777,0.0165,0.123,-5.386,0.0369,114.867,0.572
347,348,WILLOW,t r a n s p a r e n t s o u l feat. Travis Barker,t r a n s p a r e n t s o u l feat. Travis Barker,afrofuturism,168030,True,1QL7nSDZCwZMnbisV4KOXt,1,False,79,184,0.0021,0.39,0.83,0.0,0.156,-5.201,0.0563,90.021,0.191
348,349,Alice Longyu Gao,LEGEND,LEGEND,art pop,157752,True,5YG6LyULsmNIwxNOTTdTTu,2,False,53,184,0.0104,0.455,0.856,0.0,0.424,-2.947,0.197,177.891,0.62
349,350,Paramore,Fake Happy,After Laughter,candy pop,235706,False,6t44iU80A0h8WQ7vc4OoRj,5,False,63,184,0.076,0.734,0.626,6.54e-06,0.168,-5.685,0.0458,98.559,0.44
350,351,7Horse,The House Is Rockin',The House Is Rockin',modern blues rock,159893,False,4zNJptjX3QMBvSh9buzTvi,1,False,8,174,1.72e-05,0.364,0.915,0.00103,0.295,-6.668,0.0441,161.918,0.917
351,352,The Killers,The Man,Wonderful Wonderful,alternative rock,250093,False,5aWhs651KYM26HYM16kRdk,2,False,67,181,0.0737,0.606,0.942,2.23e-06,0.0709,-2.598,0.115,106.02,0.519
352,353,7Horse,Shining Light,Superfecta,modern blues rock,219692,False,4CfApqCkfAuc1s3ZZ2KkbQ,3,False,9,175,0.0316,0.476,0.805,0.000608,0.356,-4.56,0.0478,138.41,0.685
353,354,Paramore,Fences,Riot!,candy pop,198973,False,1GLco0U2FinSfaZuAXWsw3,10,False,55,183,0.00153,0.452,0.82,0.0,0.21,-4.508,0.0325,202.108,0.838
354,355,Paramore,Now,Paramore,candy pop,250880,False,0LBz07gAdgUukYvpFyW87y,2,False,57,139,0.000569,0.419,0.951,0.000342,0.196,-3.201,0.0897,161.922,0.326
355,356,Quaker City Night Hawks,Queso Blanco,Queso Blanco,alternative roots rock,205899,False,654Tjc8N2tVPhedEyvTKpQ,1,False,31,184,0.0773,0.626,0.789,0.000151,0.185,-4.954,0.0316,109.705,0.969
356,357,KVSH,Sicko Drop,Sicko Drop,brazilian edm,147976,False,5OJbBrGPY4scEGwMysuyLb,1,False,19,0,0.0251,0.838,0.711,0.769,0.0961,-5.487,0.0855,123.985,0.291
357,358,Jane & The Boy,OMW,On My Way,pop,134621,False,0TPvTYNJ5LO5NH96cd401N,3,False,40,184,0.0507,0.777,0.806,0.000232,0.171,-7.053,0.135,122.985,0.834
358,359,COBRAH,BANG,COBRAH,electropop,189246,True,3JI2fFWxfepbkoLaYBHCJf,4,False,51,184,0.00246,0.959,0.527,0.000617,0.101,-7.071,0.207,132.007,0.487
359,360,Foo Fighters,Everlong,Greatest Hits,alternative metal,249986,False,07q6QTQXyPRCf7GbLakRPr,3,False,58,184,5.69e-05,0.415,0.867,0.000192,0.0883,-5.497,0.0387,157.902,0.36
360,361,Fredric,WOLF OF WALLSTREET,Hollywood,swedish pop rap,159786,True,5zC2Sii8UoW0QqhMlhv8cT,5,False,16,183,0.087,0.831,0.675,0.0,0.163,-7.442,0.185,124.049,0.721
361,362,Mike Mago,Smells Good,Smells Good,deep groove house,171428,False,3XEYQpuxWEjTapRLZpIwF4,1,False,35,184,0.0226,0.587,0.887,8.45e-05,0.0707,-6.173,0.334,125.802,0.706
362,363,Matroda,The Movement,Jack The House EP (Deluxe),bass house,186710,False,03BsODxJmtnB1yweYnxLhK,3,False,42,184,0.0132,0.799,0.965,0.215,0.284,-5.986,0.104,124.998,0.597
363,364,Alison Wonderland,Anything,Anything,aussietronica,226000,False,48fPdAwGVoSkGK8GSez9yx,1,False,64,183,0.184,0.768,0.908,0.546,0.0583,-5.014,0.0486,120.042,0.423
364,365,Boston,Smokin',Boston,album rock,261385,False,5u5qlnyVaewWugJIjzilIc,5,False,64,184,0.000541,0.197,0.796,0.417,0.187,-7.335,0.0645,175.02,0.522
365,366,Chunkysdead,"Drink It, Smoke It, Snort It, Shoot It",Really Good Songs,pop,60530,True,2AVbyVucpb1v5DyZsAoZQL,4,False,46,184,0.131,0.891,0.732,0.0,0.151,-4.195,0.195,112.847,0.961
366,367,Fall Out Boy,HOLD ME TIGHT OR DON’T,MANIA,emo,210360,False,0Q9vbV7G2Q6lts13nY9YGP,3,False,61,179,0.00699,0.582,0.925,2.9e-06,0.108,-4.366,0.0523,95.987,0.788
367,368,Allstar Weekend,"Hey, Princess",Suddenly,neon pop punk,198440,False,4q2NVW8MvR3e0JFD06eMfS,1,False,46,178,0.000414,0.506,0.876,0.0,0.0571,-3.354,0.0933,159.968,0.675
368,369,Frances Forever,space girl,space girl,bedroom pop,231440,False,7FjIYiD53wxlQmzTT6Wdpf,1,False,73,184,0.332,0.669,0.395,0.000196,0.37,-9.598,0.03,125.979,0.196
369,370,Paramore,Grudges,After Laughter,candy pop,187466,False,3WKz5JDH0St3Smips7NlOM,8,False,55,184,6.03e-05,0.511,0.856,0.02,0.324,-3.763,0.0505,154.904,0.62
370,371,Paramore,Idle Worship,After Laughter,candy pop,198413,False,50zSoW3GT1Ee4hXxQPO08t,10,False,58,184,0.00499,0.695,0.827,3.14e-06,0.225,-4.202,0.0488,121.05,0.762
371,372,Paramore,Caught in the Middle,After Laughter,candy pop,214160,False,27zJBz0YnuZO69U69z96vd,9,False,59,184,0.00496,0.786,0.807,7.08e-05,0.0552,-5.344,0.0398,92.502,0.814
372,373,Lana Del Rey,Summertime Sadness,Born To Die – Paradise Edition (Special Version),art pop,264773,False,1Ist6PR2BZR3n2z2Y5R6S1,11,False,63,184,0.0477,0.566,0.647,0.0,0.121,-6.815,0.0335,111.96,0.22
373,374,Lana Del Rey,Cruel World,Ultraviolence (Deluxe),art pop,399083,True,6ayKgleoMF26lvU1Z7wVm7,1,False,61,176,0.274,0.33,0.507,4.65e-06,0.122,-6.368,0.0339,122.164,0.177
374,375,Lana Del Rey,Lolita,Born To Die – Paradise Edition (Special Version),art pop,219026,False,611HJpx18KLwj4yAR9loYk,14,False,50,184,0.0821,0.503,0.94,4.74e-05,0.339,-4.28,0.107,136.001,0.151
375,376,Lana Del Rey,Carmen,Born To Die – Paradise Edition (Special Version),art pop,248720,False,5wmkKoVBUuXt6Iemn9Xnwe,9,False,50,184,0.0878,0.514,0.426,0.000334,0.13,-9.557,0.0303,100.029,0.0377
376,377,Lana Del Rey,Radio,Born To Die – Paradise Edition (Special Version),art pop,214586,True,3QhfFRPkhPCR1RMJWV1gde,8,False,52,184,0.215,0.42,0.837,2.96e-05,0.0876,-5.24,0.061,75.043,0.196
377,378,Lana Del Rey,Dark Paradise,Born To Die – Paradise Edition (Special Version),art pop,243173,False,349XIp8EgHWJiIg5K0CUft,7,False,58,184,0.114,0.582,0.637,0.0,0.155,-8.347,0.0621,119.996,0.411
378,379,Lana Del Rey,Burning Desire,Born To Die – Paradise Edition (Special Version),art pop,231132,False,2Za7Yhteh4XcUXnNYxTIHH,9,False,60,184,0.842,0.481,0.641,0.00454,0.134,-10.8,0.132,131.812,0.161
379,380,Lana Del Rey,Lucky Ones,Born To Die – Paradise Edition (Special Version),art pop,227306,False,4GemDvQ88hjDKT1hWDJcLf,15,False,45,184,0.792,0.321,0.425,7.16e-06,0.146,-7.19,0.0286,134.436,0.319
380,381,Lana Del Rey,National Anthem,Born To Die – Paradise Edition (Special Version),art pop,230533,False,2nvXyajLAAV9Iwy8K9EbUd,6,False,58,184,0.566,0.533,0.901,0.000147,0.102,-6.008,0.24,84.959,0.432
381,382,Lana Del Rey,Diet Mountain Dew,Born To Die – Paradise Edition (Special Version),art pop,222920,False,6BFnRhvKCclDQOajt8dBGi,5,False,57,184,0.284,0.442,0.68,0.0,0.421,-5.971,0.0858,176.09,0.601
382,383,Lana Del Rey,Off To The Races,Born To Die – Paradise Edition (Special Version),art pop,299933,False,4dtbA0yooUSB9wLisRuJby,2,False,52,184,0.0601,0.398,0.724,0.00205,0.406,-5.566,0.0604,160.068,0.126
383,384,Ratatat,Loud Pipes,Classics,alternative dance,226533,False,3qkFIjYRInFasy2jeDZPgm,6,False,61,184,0.108,0.718,0.703,0.817,0.208,-7.16,0.0382,87.974,0.849
384,385,Oliver Heldens,Fire In My Soul,Fire In My Soul,dance pop,175253,False,0M0FvSNRZmDz0Z769rewlI,1,False,59,184,0.206,0.592,0.977,0.000103,0.0703,-3.389,0.312,126.178,0.496
