,num,artists,name,album,genre,duration_ms,explicit,id,track_number,is_local,popularity,available_markets,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
0,1,Beastie Boys,Intergalactic,Solid Gold Hits,alternative rock,210106,False,0rVd7bTGtrQUW34xSLzozd,10,False,51,184,0.0105,0.731,0.881,6.31e-05,0.0628,-6.504,0.281,105.971,0.361
1,2,Grimes,Player Of Games,Player Of Games,art pop,245542,False,1aL6wkVeoR41DqDpVN7Gl2,1,False,69,184,3.22e-05,0.54,0.925,0.00102,0.172,-4.79,0.0363,130.943,0.13
2,3,Fasion,1-800-DIRTY,Modernism,trap beats,125887,False,4DShwfEmYrQtELkVB1x1hy,2,False,17,184,0.296,0.934,0.471,0.736,0.081,-10.793,0.286,107.022,0.631
3,4,Trent Reznor and Atticus Ross,A Familiar Taste,The Social Network,soundtrack,215777,False,1TNFOXxCmzx57mxZfuPOAN,3,False,44,183,0.486,0.705,0.828,0.876,0.0878,-8.615,0.0652,148.008,0.279
4,5,Bee Gees,"Night Fever - From ""Saturday Night Fever"" Soundtrack",How Can You Mend A Broken Heart,disco,212800,False,0qemIQjSxcKyf42VPfZnfa,16,False,74,96,0.0178,0.726,0.779,0.00178,0.104,-7.057,0.0251,109.133,0.841
5,6,LCD Soundsystem,I Can Change,This Is Happening,alternative dance,352003,False,2073QOEC8rBtSyTsRyaWiP,5,False,60,184,0.00215,0.644,0.73,0.00178,0.233,-6.565,0.0287,116.981,0.695
6,7,Trent Reznor and Atticus Ross,In Motion,The Social Network,soundtrack,296770,False,50CgC2wKmbWm4WLQKY87oP,2,False,51,183,0.697,0.618,0.638,0.912,0.12,-12.241,0.035,124.004,0.356
7,8,Animal Collective,FloriDada,Painting With,alternative dance,245493,False,26WNKAgxNfg1MkhpBrx8UV,1,False,45,184,0.214,0.486,0.791,0.0,0.0849,-5.0,0.0601,166.413,0.221
8,9,Kero Kero Bonito,Sick Beat,Intro Bonito,art pop,179090,False,77p1CIEpT4kXMa8R4i7etL,3,False,49,183,0.156,0.747,0.681,0.0,0.167,-6.353,0.117,98.978,0.853
9,10,Justin Timberlake,SexyBack (feat. Timbaland),FutureSex/LoveSounds,dance pop,242733,True,0O45fw2L5vsWpdsOdXwNAR,2,False,79,184,0.0584,0.967,0.583,0.0,0.0519,-5.562,0.0789,117.0,0.964
10,11,Jon Lajoie,Everyday Normal Guy 2,You Want Some of This?,comedy rap,195693,True,2hhFpD32iXUd4GaCu6T4wn,9,False,82,174,0.422,0.823,0.731,0.0,0.306,-4.273,0.307,90.3,0.877
11,12,Queen,Don't Stop Me Now - Remastered 2011,Jazz (2011 Remaster),classic rock,209413,False,5T8EDUDqKcs6OSOwEsfqG7,12,False,82,178,0.0475,0.559,0.868,0.000176,0.776,-5.276,0.17,156.295,0.609
12,13,Queen,The Invisible Man - Remastered 2011,The Miracle (2011 Remaster),classic rock,237680,False,6VoiY3rukFPoqzP4AoGPU8,5,False,57,178,0.188,0.704,0.792,0.0155,0.328,-6.94,0.0422,119.994,0.563
13,14,Queen,I Want It All - Single Version,The Miracle (Deluxe Edition 2011 Remaster),classic rock,242093,False,1MX6kqZ8FOht5UnQuPl6Jj,1,False,67,178,0.0249,0.406,0.847,3.01e-06,0.375,-5.705,0.0482,92.245,0.379
14,15,Queen,I Want To Break Free - Single Remix,The Works (Deluxe Edition 2011 Remaster),classic rock,258013,False,2AkmdLbVKS1steeZdy8H1l,2,False,76,178,0.0841,0.795,0.435,0.00026,0.0763,-8.927,0.0324,108.95,0.596
15,16,Derivakat,REVIVED,Records of the SMP,dream smp,153777,False,2Cqr74oA90iffydKmgjwhp,6,False,69,184,0.525,0.651,0.647,6.37e-06,0.373,-7.475,0.338,180.191,0.575
16,17,Stegosaurus Rex,Nowhere To Run,The Dino Soars,weirdcore,300000,False,2PJhATOD9dWsevezmfjoMA,13,False,72,184,0.678,0.809,0.668,0.0147,0.0865,-6.936,0.219,119.976,0.636
17,18,Nina Kraviz,This Time,This Time,electra,213120,False,21KH3KOkTjqPM0lCoba0UC,1,False,58,184,0.17,0.804,0.68,0.279,0.0648,-7.969,0.0556,125.0,0.854
18,19,Jack Harlow,I WANNA SEE SOME ASS (feat. jetsonmade),Sweet Action,deep underground hip hop,125302,False,5Rv9grENo0PwMFd3ZCT3Zp,3,False,72,184,0.284,0.907,0.652,0.000337,0.135,-7.733,0.0578,107.952,0.93
19,20,Led Zeppelin,Immigrant Song - Remaster,Led Zeppelin III (Remaster),album rock,146250,False,78lgmZwycJ3nzsdgmPPGNx,1,False,79,170,0.013,0.564,0.932,0.169,0.349,-10.068,0.0554,112.937,0.619
20,21,Queen,Good Old-Fashioned Lover Boy - Remastered 2011,A Day At The Races (Deluxe Edition 2011 Remaster),classic rock,173173,False,1n7xFAY4xoPeqRvrkzAtsw,8,False,72,178,0.577,0.543,0.461,0.0,0.0563,-6.724,0.0302,96.803,0.385
21,22,Queen,I Want To Break Free,Bohemian Rhapsody (The Original Soundtrack),classic rock,223080,False,7iAqvWLgZzXvH38lA06QZg,13,False,71,182,0.105,0.807,0.414,2.57e-05,0.0813,-8.903,0.0352,108.944,0.502
22,23,Kitty,Last Minute,Frostbite,escape room,255323,True,2CYjj1aOZ7UBSxs6KjPckb,1,False,50,184,0.183,0.637,0.779,0.541,0.739,-6.065,0.0358,125.981,0.317
23,24,Rynx,Club Poor (with Tiny Meat Gang),In Pieces,pop,198520,True,1bTNDRLlwMeoec6UZmTbFp,5,False,50,179,0.0151,0.781,0.826,0.0,0.137,-5.202,0.225,97.993,0.603
24,25,Eminem,Killer (feat. Jack Harlow & Cordae) - Remix,Killer (feat. Jack Harlow & Cordae) [Remix],detroit hip hop,236665,True,7zl7kehxesNEo2pYkKXTSe,1,False,73,184,0.0525,0.924,0.73,0.0,0.113,-6.125,0.274,99.01,0.848
25,26,Eminem,Venom - Remix,"Last One Standing (feat. Polo G, Mozzy & Eminem) [From Venom: Let There Be Carnage]",detroit hip hop,261601,True,6kUaRtXf19fu5IQWjmwsEJ,2,False,71,184,0.0232,0.763,0.827,0.0,0.266,-3.927,0.244,135.986,0.71
26,27,Skylar Grey,"Last One Standing (feat. Polo G, Mozzy & Eminem) - From Venom: Let There Be Carnage","Last One Standing (feat. Polo G, Mozzy & Eminem) [From Venom: Let There Be Carnage]",piano rock,257368,True,5W8HXMOMLtXLz0RGKUtnlZ,1,False,84,184,0.237,0.664,0.692,0.0,0.0798,-4.128,0.127,154.924,0.233
27,28,yeule,Pretty Bones,Serotonin II,ambient pop,273260,False,1wl53ydLl7vh2t7bFMZ5dn,8,False,49,183,0.107,0.487,0.61,0.0782,0.207,-10.243,0.0614,140.075,0.0684
28,29,Eminem,Without Me,The Eminem Show,detroit hip hop,290226,True,06wOQGz4bGB7HETrIjpIep,10,False,0,0,0.00299,0.915,0.656,0.0,0.324,-2.827,0.0716,112.243,0.642
29,30,Tech N9ne,Face Off,ASIN9NE,hip hop,219802,True,6M47gaKejso9772SKTa3yH,6,False,83,184,0.18,0.693,0.935,0.0,0.179,-4.323,0.224,80.882,0.391
30,31,Lauren Bousfield,Used to Be Better,Used to Be Better,transpop,147731,False,3mgXQdh7cXbBS0W1WzTHLc,1,False,37,170,0.301,0.679,0.494,0.0127,0.298,-13.155,0.0667,119.001,0.394
31,32,George Harrison,Got My Mind Set On You - Remastered 2004,Cloud Nine,album rock,234653,False,3OeUlriM0EZHdWleJtjoVr,11,False,73,184,0.465,0.767,0.854,2.03e-06,0.485,-6.947,0.0426,149.206,0.963
32,33,Rod Stewart,Young Turks,Tonight I'm Yours (Expanded Edition),classic rock,303333,False,6sBA8b9bT8Z8G8TkVDvNTK,9,False,53,184,0.271,0.625,0.844,0.39,0.105,-7.566,0.0316,160.719,0.722
33,34,Diana Ross,I'm Coming Out,Diana,adult standards,323346,False,3SnGymj6ijE2iuUfWxLo1q,4,False,68,183,0.185,0.72,0.828,0.429,0.0839,-9.211,0.0462,110.071,0.768
34,35,Charli XCX,claws,how i'm feeling now,art pop,149390,False,7Dexi5Z2IowCkHrnzlWysc,3,False,59,184,0.036,0.707,0.771,6.87e-05,0.547,-4.246,0.038,135.049,0.629
35,36,MNDR,SWERLK,SWERLK,electropop,314754,False,4YuGPz26YjkBSP8xtXIpaK,1,False,33,183,0.052,0.693,0.914,9.78e-05,0.219,-5.01,0.058,122.015,0.887
36,37,Scissor Sisters,She's My Man,Ta Dah,dance pop,331746,False,2K7M9nsydDAvesQPGzgreA,2,False,37,76,0.01,0.572,0.934,0.00161,0.0778,-3.3,0.044,172.964,0.723
37,38,Scissor Sisters,I Can't Decide,Ta Dah,dance pop,166573,True,1zyGFId8xHOcRmCmehrwlc,3,False,67,46,0.255,0.69,0.795,0.0,0.202,-4.956,0.0312,96.99,0.872
38,39,The Pom-Poms,Watch Me,The Pom-Poms,escape room,176181,True,26nkRghL4ROI2GdxjJ2ZQG,4,False,52,184,0.0113,0.783,0.537,0.473,0.126,-5.715,0.0672,109.972,0.193
39,40,Scissor Sisters,Night Work,Night Work,dance pop,187800,False,6xmF3viiblaQx7G57ih8Ya,1,False,34,184,0.000958,0.598,0.87,0.0036,0.586,-4.821,0.0357,136.04,0.857
40,41,Cocteau Twins,Cherry-coloured Funk,Heaven or Las Vegas,alternative rock,192466,False,37pKTyMwalomKCZjxTc2QZ,1,False,69,184,0.00196,0.49,0.652,6.24e-05,0.0991,-5.813,0.0274,90.085,0.339
41,42,Yves V,We Got That Cool (feat. Afrojack & Icona Pop),We Got That Cool (feat. Afrojack & Icona Pop),belgian edm,213000,False,2cFK03sObtI6AK3QKeOT5g,1,False,64,178,0.00462,0.639,0.865,1.26e-06,0.208,-5.01,0.0357,124.01,0.611
42,43,PNAU,Solid Gold,Solid Gold,alternative dance,208367,False,7DQ5CZjAQdhgDgdnSXxJ7Z,1,False,62,183,0.0978,0.567,0.946,1.37e-06,0.0836,-2.245,0.0541,104.983,0.295
43,44,Scissor Sisters,Laura,Scissor Sisters,dance pop,216066,False,5TUTDtKDn1T2IAY9tdEHCU,1,False,40,63,0.069,0.743,0.865,0.0,0.187,-3.292,0.032,91.014,0.811
44,45,Scissor Sisters,Keep Your Shoes On,Magic Hour,dance pop,171946,False,6XMPZPjoK8T7Rh4b2QrcJ5,2,False,29,154,0.0437,0.879,0.741,0.00185,0.0527,-5.311,0.0692,124.023,0.685
45,46,Scissor Sisters,F*** Yeah,Magic Hour,dance pop,183186,True,6Up8pbcmeo5LBx5r6piT6w,14,False,19,154,0.00662,0.806,0.895,3.47e-05,0.207,-4.039,0.0913,127.932,0.79
46,47,Jona Lewie,You'll Always Find Me in the Kitchen At Parties,You'll Always Find Me in the Kitchen At Parties,new wave pop,231066,False,1IiKfWUNmDG2KBSIkDepa8,1,False,37,184,0.127,0.503,0.705,2.13e-06,0.202,-6.649,0.0523,93.178,0.735
47,48,Scissor Sisters,I Don't Feel Like Dancin',Ta Dah,dance pop,288360,False,1q9l6c8bAzqWcvO3DM6FsR,1,False,62,76,0.0195,0.707,0.923,0.0,0.342,-3.409,0.0276,108.023,0.845
48,49,Hyper,Spoiler - Recoil,Spoiler (Recoil),big beat,240000,False,6T3EnxsNJDW5SnpFYfDhT4,1,False,43,184,0.00327,0.491,0.777,0.0411,0.129,-7.002,0.0533,89.954,0.255
49,50,Le Castle Vania,LED Spirals,John Wick (Original Motion Picture Soundtrack),dark clubbing,58462,False,3xOsYX57Q4w3GUAsTmFAZI,17,False,40,2,0.00679,0.843,0.576,0.905,0.211,-6.668,0.158,120.052,0.281
50,51,M86,In My Mind,John Wick (Original Motion Picture Soundtrack),pop,186680,False,4WhN1fiuQaSdnwGe1trMZM,14,False,42,183,0.152,0.671,0.577,0.74,0.297,-10.079,0.0321,114.931,0.328
51,52,Le Castle Vania,The Red Circle,John Wick (Original Motion Picture Soundtrack),dark clubbing,59973,False,4jBcfdKLGZobb8WrIJw6Bf,8,False,40,2,7.08e-06,0.69,0.824,0.812,0.0976,-7.529,0.0377,120.046,0.689
52,53,Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers),Random Access Memories,electro,369626,False,69kOkLUCkxIZYexIgSG8rq,8,False,75,184,0.0378,0.81,0.793,1.77e-06,0.072,-9.404,0.0403,116.05,0.863
53,54,Tyler Bates,Assassins,John Wick (Original Motion Picture Soundtrack),scorecore,131560,False,3F7puhtRDUkhSMiPDfanTm,4,False,27,2,0.00138,0.428,0.728,0.796,0.33,-9.753,0.0648,135.972,0.078
54,55,XVOTO,Brainfreeze,Brainfreeze,pop,256812,True,4Eb3gMQ7N2dpPNJM3g0BQf,1,False,38,183,0.0184,0.567,0.654,0.0134,0.541,-6.891,0.0556,155.096,0.241
55,56,HEALTH,CYBERPUNK 2.0.2.0.,DISCO4 :: PART I,grave wave,312680,False,3Ir8HCQuIyoWMBNZQHEeZ8,1,False,47,184,0.00037,0.551,0.778,0.795,0.355,-8.889,0.0337,101.977,0.349
56,57,Alaska Thunderfuck,ROY G BIV BBT,ROY G BIV BBT,dance pop,153786,False,2gXtiD0ChN93F2XdPykNY4,1,False,35,184,0.0177,0.817,0.806,0.0,0.0634,-3.575,0.0637,123.99,0.497
57,58,Arca,Watch,KiCk i,ai,148576,False,6BTaOTV4R07QunBda62fR7,7,False,47,184,0.00308,0.669,0.732,0.0,0.0492,-8.724,0.244,150.043,0.727
58,59,G Yamazawa,Drumma Some,Money Is Time,asian american hip hop,178922,True,0gSIGoUl1hHhxQJhWyGfU8,6,False,34,174,0.00962,0.682,0.876,9.37e-05,0.0642,-7.327,0.259,166.092,0.903
59,60,Sims,Oakland Ave Catalpas,More Than Ever,abstract hip hop,252560,True,4N1DYqjXU8Gl31cvvEkive,7,False,36,183,0.215,0.725,0.716,0.18,0.154,-7.77,0.145,123.052,0.491
60,61,Arca,La Chíqui,KiCk i,ai,167458,False,51Xn6IYNyiYaKc8ECI5CUr,10,False,46,184,0.0086,0.462,0.771,0.000228,0.131,-8.722,0.273,113.0,0.457
61,62,Arca,Time,KiCk i,ai,165789,False,3XdXixlx3MoVzfL7pu9hx6,2,False,54,184,0.8,0.548,0.322,0.301,0.0867,-13.198,0.0266,105.947,0.374
62,63,Ariel Pink,Round and Round,Before Today,art pop,308680,False,0IpxdHYUGxYvhZTeCdppH6,5,False,53,184,0.361,0.665,0.589,0.624,0.564,-6.831,0.0258,110.074,0.574
63,64,Bring Me The Horizon,nihilist blues (feat. Grimes),amo,melodic metalcore,325501,False,1JdWRS3PBZlSgKcPKcULtr,3,False,60,184,0.0019,0.607,0.813,0.00088,0.305,-5.825,0.0936,133.962,0.195
64,65,The White Stripes,Seven Nation Army,Elephant,alternative rock,232106,False,3dPQuX8Gs42Y7b454ybpMR,1,False,85,184,0.0039,0.743,0.446,0.118,0.337,-7.807,0.0683,123.596,0.278
65,66,YINYO,Hard Hitter,Nishiki,pop,154666,True,2i0BrALPIqiyNUIBIOgetX,2,False,39,184,0.00155,0.553,0.741,0.00011,0.132,-6.405,0.0419,179.926,0.434
66,67,Sia,"Thunderclouds (feat. Sia, Diplo, and Labrinth)","LABRINTH, SIA & DIPLO PRESENT... LSD",australian dance,187026,False,4lJNen4SMTIJMahALc3DcB,5,False,74,184,0.0077,0.69,0.714,7.23e-05,0.191,-5.948,0.0338,112.009,0.489
67,68,A$AP Rocky,Fukk Sleep (feat. FKA twigs),TESTING,east coast hip hop,192973,True,1AqemxWsT0iGg5Lvkm16Bt,4,False,72,184,0.443,0.798,0.412,7.43e-05,0.219,-9.305,0.36,135.959,0.304
68,69,Phantogram,Black Out Days - Future Islands Remix,Black Out Days (Future Islands Remix),chillwave,248346,False,3kxkjirben9RVm9NqYa6rm,1,False,82,183,0.0027,0.477,0.483,0.783,0.156,-9.413,0.0364,170.026,0.123
69,70,Sega Bodega,daddy,self*care,art pop,196400,False,0raY9Dz47u49m2MGlNMc2E,4,False,31,184,0.00369,0.733,0.846,0.171,0.144,-7.195,0.0779,140.954,0.187
70,71,Princess Chelsea,Aftertouch,Aftertouch,auckland indie,228000,False,3vr6G0w3fOOXqAe4gc6gFm,7,False,28,184,0.00725,0.694,0.675,0.092,0.0934,-6.776,0.0294,120.016,0.27
71,72,Crystal Castles,Kerosene,(III),alternative dance,192000,False,6E1YebXpPPtujMUljDNlOo,2,False,58,166,0.0827,0.519,0.546,0.0,0.133,-9.368,0.0763,115.799,0.0862
72,73,Grimes,Weregild,Halfaxa,art pop,313685,False,4ScxRy0t1i5VZDzmBGoYea,3,False,37,184,0.00226,0.679,0.523,0.767,0.128,-11.39,0.103,135.005,0.531
73,74,Grimes,World ♡ Princess,Halfaxa,art pop,280072,False,7x9ShJN1xTvdqFpscZeiEj,8,False,37,184,0.00182,0.46,0.585,0.268,0.126,-8.144,0.0549,115.083,0.126
74,75,Tkay Maidza,Syrup,Syrup,alternative r&b,145964,True,5nzX0GtmuW03QGb2l9Hw0C,1,False,46,139,0.0442,0.854,0.498,1.45e-05,0.0758,-9.105,0.266,106.011,0.275
75,76,AUDREY NUNA,damn Right,damn Right,chill r&b,164605,True,76Gw6K3kG2zjuNGoFuwxIP,1,False,55,184,0.116,0.854,0.571,0.0,0.117,-7.382,0.356,162.016,0.662
76,77,Kilo Kish,NICE OUT,NICE OUT,alternative r&b,246733,False,47k1Ox90yk7EicCAd3QDhc,1,False,57,184,0.00229,0.684,0.914,0.288,0.299,-3.596,0.0333,108.984,0.181
77,78,iamamiwhoami,O,Bounty,alternative dance,397168,False,7vm35NOE7EQ8Wj1aADBjTR,2,False,31,0,0.0152,0.566,0.766,0.828,0.0976,-7.425,0.032,106.99,0.273
78,79,Chromatics,Running Up That Hill,Night Drive,alternative dance,366997,False,20yPPvSSfIomexVwLdgXSo,4,False,53,184,0.677,0.644,0.913,0.307,0.122,-5.738,0.0828,101.391,0.621
79,80,Labyrinth Ear,Navy Light,Oak,pop,187506,False,6o43Gi1cX7Nyi6koSkwIBc,4,False,56,184,0.00119,0.747,0.696,0.5,0.0964,-9.508,0.0465,130.324,0.891
80,81,Grimes,Swan Song,Halfaxa,art pop,184959,False,4hVxYXBVbTEUPfzJfcTSrD,10,False,34,184,0.0031,0.551,0.644,0.22,0.0999,-5.838,0.0786,134.073,0.307
81,82,Bloodhound Gang,The Bad Touch,Hooray For Boobies,alternative metal,260506,True,5EYdTPdJD74r9EVZBztqGG,10,False,73,183,0.00397,0.831,0.735,0.0205,0.123,-6.254,0.0384,122.979,0.97
82,83,Grimes,We Appreciate Power,We Appreciate Power,art pop,334688,False,08ZCgkLKpcgrcSPCHN2v8J,1,False,0,0,0.00898,0.534,0.899,4.32e-05,0.4,-4.18,0.0509,108.033,0.432
83,84,Grimes,Devon,Halfaxa,art pop,270138,False,5AJkfdLjAFEKgJFDA5jYo2,6,False,44,184,0.0513,0.582,0.752,0.0382,0.2,-8.076,0.0636,120.043,0.258
84,85,INSTASAMKA,Ariflame,Трипл Малыш,russian hip hop,137142,True,3UZWVAdh8xdSd0kaSkqikD,4,False,46,184,0.0302,0.926,0.673,2.74e-05,0.146,-5.563,0.245,104.963,0.428
85,86,Grimes,Violence - Club Mix,Miss Anthropocene (Deluxe Edition),art pop,252115,False,66C22PtKlMAGQ9LoTvvQd2,13,False,0,0,0.000636,0.453,0.807,0.554,0.116,-4.207,0.0665,199.937,0.112
86,87,Bee Gees,Stayin Alive,How Can You Mend A Broken Heart,disco,285373,False,5ubvP9oKmxLUVq506fgLhk,1,False,80,96,0.0288,0.702,0.773,0.00871,0.147,-9.256,0.0343,103.564,0.953
87,88,Grimes,Medieval Warfare,Suicide Squad: The Album (Collector's Edition),art pop,180271,False,0N3lFBIJSxnEvCL1aAx2Xw,11,False,41,184,0.00712,0.606,0.887,0.843,0.217,-6.085,0.0814,155.994,0.539
88,89,Alice Glass,White Lies,Alice Glass,art pop,178160,False,29QWBNG6WgZcXJd7RDboFH,4,False,36,179,0.00581,0.442,0.749,0.000597,0.539,-5.257,0.134,119.684,0.259
89,90,SyKo,#BrooklynBloodPop!,#BrooklynBloodPop!,glitchcore,145610,False,7K9Z3yFNNLv5kwTjQYGjnu,1,False,81,184,0.0164,0.691,0.814,0.0,0.366,-3.788,0.117,132.012,0.509
90,91,Isaac Dunbar,fan behavior,evil twin,alt z,181853,False,2HWJELHnneoKGVe0mRFeeD,2,False,63,184,0.00766,0.798,0.667,0.000581,0.234,-6.008,0.0622,129.939,0.713
91,92,Grimes,Pin,Art Angels,art pop,212439,False,7ssKQDHJe7PhzFt0RBFlgt,9,False,52,183,0.00569,0.612,0.886,0.000771,0.286,-4.696,0.0506,141.966,0.692
92,93,Angels & Airwaves,Timebomb,Timebomb,modern rock,238880,False,4i72sx2guyS06MJk42jFzZ,1,False,47,183,0.0722,0.625,0.901,0.0,0.0755,-2.511,0.0661,134.99,0.767
93,94,The Knocks,Sound the Alarm (feat. Rivers Cuomo of Weezer & Royal & the Serpent),Sound the Alarm (feat. Rivers Cuomo of Weezer & Royal & the Serpent),alternative dance,171587,False,3OyRfX2JGBCPWoQsYBFqQu,1,False,55,184,0.0164,0.688,0.788,0.000306,0.541,-3.064,0.0436,101.006,0.774
94,95,Royal & the Serpent,overwhelmed,Overwhelmed,alt z,159293,False,5jjZikDrEd0by1o7V3fO4y,1,False,75,184,0.308,0.804,0.323,0.0,0.15,-11.127,0.305,87.019,0.456
95,96,SOPHIE,BIPP - Autechre Mx,BIPP (Autechre Mx),art pop,213332,False,4tBdLWvYYr5IjJpvwiZr85,1,False,42,183,0.000997,0.859,0.398,0.0125,0.101,-11.742,0.0624,104.287,0.41
96,97,Kelly Lee Owens,Arpeggi,Inner Song,art pop,285880,False,6OQTJ7llyUiejKFxR4MUuy,1,False,49,184,0.121,0.69,0.321,0.954,0.0896,-13.058,0.0583,158.012,0.485
97,98,Glüme,Body,The Internet,la pop,220223,False,2RSyj5YZZfHOzpDVgJaGic,5,False,36,184,0.0875,0.715,0.711,0.132,0.133,-7.134,0.0258,96.025,0.391
98,99,Alice Glass,Forgiveness,Alice Glass,art pop,191200,False,3WSJdIwhORCuyGNinGfAdm,2,False,54,179,0.00784,0.651,0.826,0.0,0.201,-4.806,0.0523,111.059,0.198
99,100,Kim Petras,i don't wanna die...,"TURN OFF THE LIGHT, VOL. 1",art pop,126509,False,4xTqxX7Tcqwz8z8oDfNwd4,6,False,35,184,0.0561,0.782,0.595,0.786,0.107,-7.699,0.0524,109.979,0.177
100,101,Charli XCX,Track 10,Pop 2,art pop,326906,True,4t9PBD27dndlf6YMBK2ROc,10,False,47,184,0.212,0.64,0.652,0.0,0.0814,-5.07,0.0383,100.065,0.273
101,102,Grimes,Belly of the Beat,Art Angels,art pop,205567,False,3tcMadg7fSfH0mFDo0408i,5,False,48,183,0.0419,0.513,0.786,0.116,0.202,-7.507,0.039,179.918,0.618
102,103,Robyn,Beach2k20 - Yaeji Remix,Beach2k20 (Yaeji Remix),art pop,295537,False,1RI3rY6Y5Shrr2pFCO1xmu,1,False,26,2,0.0232,0.846,0.557,0.007,0.288,-8.222,0.0701,120.969,0.679
103,104,Ladytron,Deadzone - HQFU Remix,Deadzone (HQFU Remix),alternative dance,276410,False,2q2Mxl6pQbepeLnjDOTAmq,1,False,22,183,0.0851,0.655,0.788,0.0278,0.0938,-8.207,0.0337,119.98,0.311
104,105,COUCOU CHLOE,NOBODY,NOBODY,art pop,116756,True,7H06sYnrGsMbWzAR377J8s,1,False,47,183,0.0941,0.844,0.787,0.000853,0.0841,-7.044,0.132,110.985,0.54
105,106,Grimes,Realiti,Art Angels,art pop,306532,False,7eXFZCiP9GqdMUashk96UF,10,False,55,183,0.000904,0.639,0.632,0.0411,0.115,-7.589,0.029,114.993,0.35
106,107,Dexys Midnight Runners,Come On Eileen,Too Rye Ay,new romantic,287306,False,3MrWxJaD2AT0W9DjWF64Vm,10,False,76,184,0.664,0.45,0.656,3.02e-06,0.259,-7.049,0.0472,106.61,0.782
107,108,Stars On 45,More Stars - Abba - Original Single Edit,More Stars,disco,233213,False,6aQjZqAnWDYUiyALcfxv74,1,False,46,184,0.155,0.647,0.818,8.18e-06,0.166,-6.174,0.051,122.552,0.908
108,109,Grimes,Genesis,Visions,art pop,255320,False,0yljUudXzjVcGEoYmLB17X,2,False,62,182,0.0764,0.611,0.677,0.0698,0.241,-6.745,0.034,166.04,0.233
109,110,Goldie Boutilier,Sex Paranoia,Very Best,hyperpop,253352,True,4vSjVkVtHDZAuqEqlFUQpt,3,False,47,184,0.0283,0.773,0.708,0.12,0.168,-7.126,0.0453,110.043,0.86
110,111,Uffie,Weed & Drum Machine,Weed & Drum Machine,alternative dance,202527,False,28YCs0CPPBk53mBP3rG6pL,1,False,25,184,0.00465,0.777,0.602,0.262,0.157,-6.327,0.0342,113.998,0.825
111,112,Peggy Gou,I Go - Edit,I Go,electra,224000,False,5VCx6BsBizs11OJvSnqDG4,2,False,60,184,0.13,0.721,0.931,0.655,0.0746,-6.493,0.0369,119.998,0.968
112,113,ACRAZE,Do It To It,Do It To It,pop,157890,False,20on25jryn53hWghthWWW3,1,False,93,184,0.0209,0.854,0.806,0.0542,0.0703,-8.262,0.0886,124.927,0.637
113,114,Grimes,Butterfly,Art Angels,art pop,252558,True,01dQHUYz6EerSF6JQDolCC,14,False,51,183,0.00131,0.697,0.638,0.0622,0.184,-6.536,0.0296,111.981,0.595
114,115,Grimes,Flesh without Blood,Art Angels,art pop,264523,False,62jc4VA6WPoANaL9Duu8db,4,False,60,183,0.000903,0.481,0.965,0.000733,0.476,-2.993,0.0875,155.934,0.66
115,116,Grimes,Violence - REZZ Remix,Miss Anthropocene (Rave Edition),art pop,195300,False,2khrbeiEg5R6jZwbJzR5OL,4,False,59,183,0.0713,0.596,0.661,0.817,0.209,-7.533,0.0382,99.951,0.124
116,117,Studio Killers,Jenny (I Wanna Ruin Our Friendship) - Faustix Remix,Jenny (I Wanna Ruin Our Friendship) [Faustix Remix],pop,180923,False,3rawITEedC0sre3bkG0e61,1,False,41,183,0.0291,0.618,0.809,8.81e-06,0.108,-6.277,0.0744,130.053,0.426
117,118,Björk,Blissing Me,Blissing Me,alternative dance,305703,False,4AGsGgI9iQWMStwsFelg8u,1,False,0,0,0.903,0.35,0.475,5.69e-05,0.419,-9.368,0.0334,105.764,0.287
118,119,Grimes,Oblivion,Visions,art pop,251266,False,4BY4V1T0RJK1HmD2Q0ClyK,3,False,70,182,0.115,0.697,0.529,0.896,0.0895,-8.838,0.0338,155.974,0.486
119,120,Grimes,Know the Way,Visions,art pop,104880,False,0LvQvKVOXYeo9Cy8PYd3Xm,13,False,38,182,0.259,0.394,0.551,0.000528,0.374,-13.196,0.0464,120.276,0.149
120,121,Grimes,Kill V. Maim,Art Angels,art pop,246006,False,3WXhshrs1fzwF3rQE399Gq,6,False,67,183,0.00744,0.578,0.947,0.0816,0.105,-2.431,0.0359,134.033,0.456
121,122,Lim Kim,YELLOW,GENERASIAN,k-indie,182117,True,70MvFJJYtpgklEmUofSSce,2,False,34,184,0.0225,0.482,0.932,0.000183,0.748,-2.923,0.358,169.729,0.233
122,123,Pogo,Take Those Pills,Ascend,plunderphonics,116243,False,4l9r8HU23DMezqtm0MAo7J,5,False,37,170,0.265,0.862,0.855,0.0,0.217,-6.414,0.17,130.032,0.962
123,124,Alice Longyu Gao,Rich Bitch Juice - Blu DeTiger Remix,Rich Bitch Juice (Remixes),art pop,209032,True,463dPmF6JwFoIHl0nVHV73,5,False,32,183,0.00189,0.779,0.778,0.29,0.0732,-7.602,0.0466,124.024,0.733
124,125,Ela Minus,megapunk - TSHA Remix,megapunk (remixes),colombian indie,280806,False,1d87n4WnUawIAyqAEGn6ps,5,False,45,184,0.0288,0.716,0.91,0.791,0.118,-7.695,0.0371,130.012,0.757
